price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,mean_long_distance,mean_lat_distance,distance
189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,1921,98002,47.3089,-122.21,1060,5095,0.01414199999999255,-0.30888620000001055,0.30920976814202733
230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,1969,98003,47.3343,-122.306,1280,8850,-0.08185800000001109,-0.2834862000000129,0.29506805614035747
385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,1947,98133,47.7025,-122.341,1400,4980,-0.11685800000000768,0.08471379999998874,0.1443337108039556
2000000.0,3,2.75,3050,44867,1.0,0,4,3,9,2330,720,1968,1968,98040,47.5316,-122.233,4110,20336,-0.008858000000017796,-0.08618620000001442,0.08664020564635568
285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,1995,98092,47.3266,-122.169,2240,7005,0.055141999999989366,-0.2911862000000127,0.29636133896722466
252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,1985,98030,47.3533,-122.166,1220,8386,0.05814199999998948,-0.26448620000001455,0.27080148107875346
329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,1985,98030,47.3739,-122.172,2200,6865,0.05214199999998925,-0.24388620000001282,0.2493978081588632
233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,1941,98002,47.3048,-122.218,1030,4705,0.006141999999982772,-0.31298620000001165,0.3130464590990403
937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,1915,98119,47.6386,-122.36,1760,3573,-0.13585800000001313,0.020813799999984894,0.13744311708646212
667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,1909,98112,47.6221,-122.314,1860,3861,-0.08985800000000665,0.0043137999999913745,0.08996148639524094
438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,1948,98115,47.695,-122.304,1520,6235,-0.07985800000001575,0.07721379999998845,0.11108227164782296
719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,2005,98052,47.7073,-122.11,2630,6026,0.11414199999998687,0.08951379999998466,0.1450555636796957
580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,2003,98027,47.5391,-122.07,2580,3980,0.15414199999999312,-0.07868620000001414,0.17306436442676496
280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,2005,98133,47.7274,-122.357,1390,1756,-0.13285800000001302,0.1096137999999911,0.17223946503180249
687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,1929,98117,47.6823,-122.368,1460,5000,-0.1438580000000087,0.06451379999998608,0.1576615189399135
535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,1929,98117,47.6889,-122.375,1570,5080,-0.1508580000000137,0.0711137999999849,0.16677922147090743
322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,1981,98058,47.4276,-122.157,2020,8720,0.06714199999998982,-0.19018620000001363,0.2016899571977837
696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,-0.08585800000001598,0.06491379999998514,0.10763548482931089
550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,1933,98052,47.6621,-122.132,2160,11467,0.0921419999999813,0.04431379999999052,0.10224412469396818
640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,1904,98107,47.6702,-122.362,1730,4700,-0.13785800000000847,0.05241379999998941,0.14748570979739437
240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,1969,98001,47.3341,-122.282,1290,7800,-0.05785800000001018,-0.28368620000001243,0.28952617884130655
605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,1996,98056,47.5301,-122.18,2620,11884,0.044141999999979475,-0.08768620000001448,0.09817018811452245
625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,2000,98074,47.6145,-122.027,2470,5669,0.19714199999998527,-0.0032862000000122293,0.19716938726494607
775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,1984,98166,47.445,-122.347,2410,30617,-0.1228580000000079,-0.17278620000001155,0.21201216727925296
861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,2014,98053,47.6848,-122.016,3625,5639,0.20814199999998095,0.06701379999999091,0.21866399235912357
685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,1922,98119,47.6413,-122.364,1580,2640,-0.13985800000001802,0.02351379999998926,0.14182086924865656
309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,1959,98058,47.4485,-122.175,1340,8808,0.04914199999998914,-0.16928620000000905,0.17627465408969603
488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,2003,98019,47.7443,-121.977,3050,9232,0.24714199999998243,0.1265137999999908,0.27764169311259607
210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,1966,98023,47.3066,-122.371,1228,8840,-0.14685800000000881,-0.31118620000000874,0.3440990020829006
785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,1981,98007,47.6194,-122.151,2680,13685,0.07314199999999005,0.001613799999987009,0.07315980121923858
450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,1953,98115,47.6796,-122.301,970,5100,-0.07685800000001564,0.06181379999998882,0.09863112102394975
1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,1953,98070,47.4041,-122.451,2680,72513,-0.2268580000000071,-0.21368620000001215,0.3116509974866893
228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,1955,98148,47.4258,-122.322,1190,9364,-0.09785800000001643,-0.19198620000000943,0.2154875614842927
345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,1966,98056,47.4934,-122.189,1990,9133,0.035141999999993345,-0.12438620000001066,0.12925512335858175
600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,1950,98117,47.6808,-122.384,1410,4080,-0.15985800000001404,0.06301379999998602,0.17182933147295526
585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,1981,98117,47.6989,-122.369,1480,6738,-0.14485800000001348,0.08111379999999002,0.16602195250761956
920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,1927,98105,47.6571,-122.281,2730,6000,-0.056858000000019615,0.039313799999987964,0.06912602284553397
885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,1995,98105,47.6597,-122.29,1950,5000,-0.06585800000001996,0.04191379999998901,0.07806435034278904
292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,2008,98042,47.3663,-122.114,2250,4500,0.11014199999998198,-0.2514862000000093,0.2745479356222529
301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,2003,98042,47.3663,-122.122,2690,4750,0.10214199999998641,-0.2514862000000093,0.27143746416889825
951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,1968,98008,47.588,-122.116,2960,11044,0.10814199999998664,-0.029786200000010865,0.11216911283610011
430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,1991,98059,47.5059,-122.149,2270,8542,0.07514199999998539,-0.11188620000001492,0.1347770081076188
650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,1959,98166,47.4336,-122.339,2570,18900,-0.11485800000001234,-0.1841862000000134,0.21706431405103827
289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,1954,98148,47.4366,-122.335,1290,8750,-0.11085800000000745,-0.1811862000000133,0.2124098284789253
505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,1973,98166,47.4428,-122.344,2500,9500,-0.11985800000000779,-0.17498620000001353,0.2120992936208101
549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,2014,98115,47.6765,-122.32,1580,3090,-0.09585800000000688,0.05871379999998538,0.11241025964937365
425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,1979,98122,47.6113,-122.297,1440,4080,-0.07285800000001075,-0.006486200000011877,0.07314614791253002
317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,1925,98144,47.5747,-122.304,1440,4000,-0.07985800000001575,-0.04308620000001184,0.09073985229458738
975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,1989,98004,47.5815,-122.192,2750,11049,0.03214199999999323,-0.03628620000001348,0.04847469932284824
287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,2005,98001,47.3378,-122.257,2221,4557,-0.032858000000018706,-0.2799862000000104,0.2819076450798152
204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,1968,98042,47.3621,-122.11,1010,12635,0.11414199999998687,-0.25568620000001374,0.2800068374780231
1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,1965,98004,47.6303,-122.215,3390,20158,0.009141999999982886,0.012513799999986475,0.015497462838779405
1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,1973,98005,47.6525,-122.16,3530,38917,0.06414199999998971,0.03471379999999158,0.07293314798113472
325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,1972,98034,47.7362,-122.179,1640,4745,0.04514199999998425,0.1184137999999848,0.12672658834844006
571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,1916,98125,47.7168,-122.287,1510,7807,-0.06285800000001984,0.09901379999998738,0.11728111849074427
360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,2005,98038,47.3608,-122.036,2420,5000,0.18814199999998493,-0.25698620000001426,0.3184953989533313
349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,1965,98042,47.3511,-122.073,1940,50529,0.151141999999993,-0.2666862000000094,0.30653781729901275
832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,1986,98075,47.5822,-121.987,3240,35020,0.23714199999999153,-0.03558620000001156,0.23979721807067905
380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,1956,98008,47.6034,-122.125,1680,7500,0.0991419999999863,-0.014386200000011229,0.10018033197408364
480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,1941,98116,47.5636,-122.394,890,5060,-0.16985800000001916,-0.05418620000001084,0.1782915714060754
410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,1956,98133,47.7073,-122.34,1130,5693,-0.11585800000001711,0.08951379999998466,0.1464096873654241
720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,2002,98010,47.342,-122.025,3350,39750,0.1991419999999806,-0.2757862000000131,0.3401699050098928
390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,2003,98038,47.3512,-122.008,2350,5363,0.21614199999999073,-0.2665862000000132,0.34319901834714367
360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,1992,98038,47.349,-122.031,1870,6405,0.19314199999998038,-0.2687862000000152,0.3309831619198182
355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,1948,98118,47.5474,-122.291,1720,6720,-0.06685800000001052,-0.07038620000000861,0.09707836687152613
356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,1964,98059,47.4811,-122.149,1850,8797,0.07514199999998539,-0.13668620000001397,0.1559789647178158
315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,1952,98125,47.7264,-122.31,1570,7203,-0.08585800000001598,0.10861379999998633,0.13845054609657476
940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,1925,98119,47.6337,-122.365,2020,4800,-0.1408580000000086,0.015913799999985656,0.14175410115563486
305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,1961,98092,47.2909,-122.189,1590,8165,0.035141999999993345,-0.32688620000001123,0.32876974908657103
461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,2006,98056,47.5228,-122.199,1900,7349,0.02514199999998823,-0.09498620000001523,0.09825730687558204
215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,1979,98056,47.518,-122.194,1950,2025,0.030141999999983682,-0.09978620000001115,0.10423927222712773
335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,2006,98136,47.5394,-122.387,1030,1106,-0.16285800000001416,-0.07838620000001129,0.18074048941630755
243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,1988,98023,47.2897,-122.372,1980,7510,-0.1478580000000136,-0.32808620000000843,0.3598646173138581
1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,2001,98199,47.6506,-122.391,2520,6250,-0.16685800000001905,0.03281379999998535,0.17005392566608216
153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,1962,98023,47.322,-122.351,1350,10500,-0.1268580000000128,-0.2957862000000091,0.32184224128359634
430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,1939,98117,47.687,-122.386,1570,4500,-0.16185800000000938,0.06921379999998578,0.1760356846620624
700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,1939,98117,47.687,-122.386,1570,4500,-0.16185800000000938,0.06921379999998578,0.1760356846620624
905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,-0.02485800000000893,-0.030486200000012786,0.03933609734634619
247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,1967,98032,47.3576,-122.277,1750,15616,-0.05285800000001473,-0.2601862000000139,0.265501086315007
199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,1975,98023,47.3036,-122.378,1160,6400,-0.15385800000001382,-0.31418620000000885,0.34983603650060097
314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,1980,98038,47.4109,-121.958,1650,135036,0.2661419999999879,-0.2068862000000138,0.33709563022151334
437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,1992,98045,47.4838,-121.714,2550,35065,0.5101419999999877,-0.1339862000000096,0.52744398940023
850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,1910,98102,47.6415,-122.315,2200,4500,-0.09085800000001143,0.023713799999988794,0.09390165320398543
555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,1929,98117,47.6775,-122.372,1610,3478,-0.1478580000000136,0.05971379999999016,0.15946073521228618
699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,1983,98077,47.7731,-122.08,2570,47777,0.144141999999988,0.15531379999998762,0.2118945318653426
1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,0.028141999999988343,-0.036386200000009694,0.04599921428068146
290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,1954,98058,47.4375,-122.184,1640,14910,0.0401419999999888,-0.18028620000001183,0.18470109386368933
375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,1978,98058,47.4431,-122.133,2250,8162,0.09114199999999073,-0.17468620000001067,0.19703332874019572
460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,1939,98117,47.6878,-122.38,1240,4005,-0.15585800000000916,0.07001379999999102,0.17086148879850485
188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,1985,98198,47.3813,-122.322,1270,4966,-0.09785800000001643,-0.23648620000000875,0.25593341117260826
680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,1991,98077,47.7304,-122.082,2990,35001,0.14214199999999266,0.11261379999999122,0.1813455709810304
470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,1942,98052,47.6417,-122.109,2500,9433,0.11514199999999164,0.023913799999988328,0.11759910711581749
597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,1984,98027,47.5386,-122.053,1940,9636,0.17114199999998903,-0.07918620000000942,0.1885736949694674
570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,1905,98103,47.6823,-122.349,1380,3536,-0.12485800000001746,0.06451379999998608,0.140540209742417
272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,1980,98038,47.3624,-122.031,1540,11656,0.19314199999998038,-0.2553862000000109,0.3201967259583364
329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,1971,98108,47.5474,-122.295,2090,5500,-0.07085800000001541,-0.07038620000000861,0.09987528880780969
480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,2001,98001,47.3183,-122.253,2640,8517,-0.028858000000013817,-0.29948620000001114,0.30087334237922686
740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,-0.1438580000000087,0.08031379999998478,0.16475870427519168
518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,2010,98103,47.6824,-122.347,1620,3166,-0.1228580000000079,0.0646137999999894,0.13881293640882528
205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,1945,98178,47.5009,-122.248,1190,6780,-0.023858000000018365,-0.11688620000001038,0.11929621919592968
171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,1950,98168,47.4965,-122.303,1880,9000,-0.07885800000001097,-0.12128620000001433,0.1446683326593806
535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,1925,98144,47.587,-122.294,1610,4040,-0.06985800000001063,-0.030786200000008535,0.07634088206486751
660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,1964,98177,47.7728,-122.386,2340,10856,-0.16185800000000938,0.15501379999998477,0.22411445815573416
391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,1987,98034,47.7288,-122.226,1580,9104,-0.0018580000000127939,0.11101379999998784,0.11102934726655538
395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,1953,98117,47.6999,-122.364,1710,6000,-0.13985800000001802,0.08211379999998769,0.16218180019485237
445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,1924,98118,47.5299,-122.266,1850,4400,-0.04185800000001905,-0.08788620000001401,0.09734514016859834
770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,1990,98052,47.6897,-122.098,2700,13992,0.12614199999998732,0.07191379999999015,0.14520123551277167
1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,0.012141999999983,-0.003686200000011297,0.01268921725086581
445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,1967,98178,47.5091,-122.244,2660,8712,-0.019858000000013476,-0.10868620000001528,0.11048542996451548
260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,1978,98023,47.3129,-122.39,2090,8400,-0.16585800000001427,-0.30488620000001276,0.3470799203561804
822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,1926,98103,47.6763,-122.352,1700,4960,-0.12785800000001757,0.05851379999998585,0.14061128316903604
430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,2004,98065,47.5319,-121.85,1970,3748,0.374141999999992,-0.08588620000001157,0.38387325449220344
212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,1986,98092,47.2761,-122.152,1420,7680,0.07214199999998527,-0.34168620000001226,0.3492190250178908
660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,1986,98027,47.5343,-122.054,2060,9793,0.17014199999998425,-0.08348620000001006,0.18952109580317522
784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,1989,98052,47.697,-122.072,2480,88500,0.15214199999998357,0.0792137999999909,0.17152846491015292
453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,2014,98029,47.5517,-121.998,1690,1662,0.22614199999998164,-0.06608620000001508,0.23560048810313125
675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,2005,98107,47.6734,-122.38,1540,2285,-0.15585800000000916,0.055613799999989055,0.1654829626107825
199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,1956,98003,47.3257,-122.296,1550,19265,-0.07185800000002018,-0.2920862000000142,0.3007954793451045
220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,1968,98003,47.3309,-122.299,1750,8140,-0.0748580000000203,-0.2868862000000121,0.2964918412274611
452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,1968,98028,47.7689,-122.266,1550,10436,-0.04185800000001905,0.1511137999999903,0.15680393080034272
382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,1981,98125,47.7135,-122.287,1060,5715,-0.06285800000001984,0.09571379999999152,0.1145087755346326
519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,2014,98107,47.6722,-122.381,1350,1310,-0.15685800000001393,0.05441379999998475,0.16602799099682775
665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,1925,98119,47.6338,-122.358,1170,3600,-0.1338580000000178,0.016013799999988976,0.13481248441611188
527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,1968,98006,47.5707,-122.128,2820,9375,0.09614199999998618,-0.047086200000009626,0.1070532315926906
205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,1962,98058,47.4563,-122.171,1610,8579,0.053141999999979816,-0.161486200000013,0.17000548507163543
420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,1923,98133,47.7144,-122.351,1560,7940,-0.1268580000000128,0.09661379999998587,0.15945901829134818
500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,1961,98006,47.5495,-122.174,2230,8824,0.0501419999999797,-0.06828620000000996,0.08471850609187655
921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,1994,98077,47.7421,-122.026,2840,87991,0.19814199999999005,0.12431379999998882,0.2339106090677233
890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,1905,98109,47.6354,-122.353,2200,4000,-0.12885800000000813,0.017613799999985247,0.13005625749821337
430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,2007,98027,47.5262,-121.943,1940,193842,0.28114199999998846,-0.09158620000000894,0.2956837097211058
258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,1960,98032,47.3887,-122.286,1360,18000,-0.06185800000001507,-0.22908620000001179,0.23729074822766957
511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,1947,98103,47.6873,-122.336,1450,4599,-0.11185800000001223,0.06951379999998863,0.13169806587205887
532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,1990,98103,47.6838,-122.353,1500,3090,-0.12885800000000813,0.06601379999998613,0.1447833068915069
560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,1947,98107,47.655,-122.359,1420,5000,-0.13485800000000836,0.037213799999989305,0.13989834550287383
282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,1954,98003,47.3255,-122.304,1680,8633,-0.07985800000001575,-0.2922862000000137,0.3029992126630868
2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,2006,98006,47.562,-122.162,3160,9750,0.06214199999998016,-0.05578620000001422,0.08350885147359602
350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,1942,98115,47.679,-122.3,1010,5100,-0.07585800000001086,0.061213799999990215,0.09747597383171122
215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,1967,98058,47.4479,-122.176,1190,7669,0.048141999999984364,-0.16988620000001475,0.17657568664582196
650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,1996,1996,98056,47.525,-122.172,2640,13675,0.05214199999998925,-0.09278620000001325,0.10643339266621796
320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,1967,98023,47.3135,-122.369,1980,7875,-0.14485800000001348,-0.30428620000001416,0.3370073169449775
